"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP","AVG. DIFF ","% OVER "
"216",8,"Kansas City Chiefs",KC,"DST12","5","-","-","3 out of 5 stars","+9","-1.3","31% (5/16)"
"217",8,"Geno Smith",NYJ,"QB29","13","2 out of 5","4 out of 5","4 out of 5 stars","+21","-1.5","40% (6/15)"
"218",8,"Isaac TeSlaa",DET,"WR81","6","3 out of 5","4 out of 5","4 out of 5 stars","-9","+1.1","43% (7/16)"
"219",8,"George Holani",SEA,"RB66","11","3 out of 5","4 out of 5","4 out of 5 stars","+45","+0.4","22% (2/9)"
"220",8,"Najee Harris",NYG,"RB67","8","2 out of 5","4 out of 5","4 out of 5 stars","+42","-","-"
"221",8,"Zachariah Branch",ATL,"WR82","11","3 out of 5","4 out of 5","3 out of 5 stars","+29","-","-"
"222",8,"Jaylen Wright",MIA,"RB68","6","-","-","3 out of 5 stars","+18","+2.3","54% (6/11)"
"223",8,"Cam Little",JAC,"K4","7","-","-","4 out of 5 stars","-61","+2.0","68% (11/16)"
"224",8,"Jason Myers",SEA,"K5","11","4 out of 5","1 out of 5","4 out of 5 stars","-80","+4.5","87% (14/16)"
"225",8,"James Conner",ARI,"RB69","14","3 out of 5","4 out of 5","2 out of 5 stars","-20","-","-"
"226",8,"Emanuel Wilson",SEA,"RB70","11","3 out of 5","4 out of 5","4 out of 5 stars","+64","+0.8","37% (6/16)"
"227",8,"Justice Hill",BAL,"RB71","13","-","-","3 out of 5 stars","-4","+0.2","40% (4/10)"
"228",8,"Darnell Mooney",NYG,"WR83","8","3 out of 5","4 out of 5","4 out of 5 stars","+57","-2.9","14% (2/14)"
"229",9,"Green Bay Packers",GB,"DST13","11","-","-","2 out of 5 stars","-16","-2.0","31% (5/16)"
"230",9,"Jake Bates",DET,"K6","6","4 out of 5","2 out of 5","5 out of 5 stars","-37","+0.7","43% (7/16)"
"231",9,"Eddy Pineiro",SF,"K7","8","4 out of 5","2 out of 5","5 out of 5 stars","-30","+3.1","69% (9/13)"
"232",9,"Tyler Loop",BAL,"K8","13","-","-","3 out of 5 stars","-30","+1.1","56% (9/16)"
"233",9,"Germie Bernard",PIT,"WR84","9","2 out of 5","4 out of 5","3 out of 5 stars","+37","-","-"
"234",9,"Devaughn Vele",NO,"WR85","8","2 out of 5","4 out of 5","3 out of 5 stars","+32","-","-"
"235",9,"Samaje Perine",CIN,"RB72","6","2 out of 5","5 out of 5","2 out of 5 stars","+59","0.0","42% (6/14)"
"236",9,"Evan Engram",DEN,"TE29","10","-","-","4 out of 5 stars","+50","-1.4","26% (4/15)"
"237",9,"Harrison Mevis",LAR,"K9","11","4 out of 5","2 out of 5","2 out of 5 stars","-47","+0.6","50% (4/8)"
"238",9,"Demond Claiborne",MIN,"RB73","6","3 out of 5","4 out of 5","4 out of 5 stars","+29","-","-"
"239",9,"Detroit Lions",DET,"DST14","6","-","-","5 out of 5 stars","-23","-1.2","31% (5/16)"
"240",9,"Fernando Mendoza",LV,"QB30","13","4 out of 5","3 out of 5","1 out of 5 stars","-80","-","-"
"241",9,"Ted Hurst III",TB,"WR86","10","4 out of 5","4 out of 5","4 out of 5 stars","+20","-","-"
"242",9,"Chris Brooks",GB,"RB74","11","2 out of 5","4 out of 5","4 out of 5 stars","+31","-0.6","25% (4/16)"
"243",9,"Buffalo Bills",BUF,"DST15","7","-","-","3 out of 5 stars","-17","-0.3","25% (4/16)"
"244",9,"Troy Franklin",DEN,"WR87","10","1 out of 5","4 out of 5","2 out of 5 stars","+68","+1.0","50% (8/16)"
"245",9,"Cairo Santos",CHI,"K10","10","4 out of 5","3 out of 5","0 out of 5 stars","+9","+2.0","71% (10/14)"
"246",9,"David Njoku",LAC,"TE30","7","4 out of 5","4 out of 5","4 out of 5 stars","-69","-1.1","33% (4/12)"
"247",9,"Tank Dell",HOU,"WR88","8","4 out of 5","4 out of 5","3 out of 5 stars","-11","-","-"
"248",9,"Kaleb Johnson",GB,"RB75","11","1 out of 5","5 out of 5","4 out of 5 stars","+10","-1.3","21% (3/14)"
"249",9,"Jack Bech",LV,"WR89","13","3 out of 5","4 out of 5","2 out of 5 stars","+72","-1.1","40% (6/15)"
"250",9,"Chase McLaughlin",TB,"K11","10","4 out of 5","2 out of 5","3 out of 5 stars","-28","+1.4","56% (9/16)"
"251",9,"Keon Coleman",BUF,"WR90","7","2 out of 5","4 out of 5","4 out of 5 stars","+21","-1.5","25% (3/12)"
"252",9,"Evan McPherson",CIN,"K12","6","4 out of 5","2 out of 5","2 out of 5 stars","-52","+1.3","56% (9/16)"
"253",9,"Antonio Williams",WAS,"WR91","7","4 out of 5","2 out of 5","2 out of 5 stars","+21","-","-"
"254",9,"Caleb Douglas",MIA,"WR92","6","3 out of 5","3 out of 5","3 out of 5 stars","-30","-","-"
"255",9,"Cleveland Browns",CLE,"DST16","11","-","-","5 out of 5 stars","-6","0.0","37% (6/16)"
"256",9,"Andy Borregales",NE,"K13","11","-","-","1 out of 5 stars","-36","+1.3","50% (8/16)"
"257",9,"Colby Parkinson",LAR,"TE31","11","-","-","4 out of 5 stars","+23","+2.9","64% (9/14)"
"258",9,"Jordan James",SF,"RB76","8","2 out of 5","4 out of 5","2 out of 5 stars","-10","-0.8","0% (0/1)"
"259",9,"Ollie Gordon II",MIA,"RB77","6","3 out of 5","4 out of 5","3 out of 5 stars","+60","-0.6","25% (4/16)"
"260",9,"Greg Dulcich",MIA,"TE32","6","4 out of 5","4 out of 5","5 out of 5 stars","-45","+1.9","66% (6/9)"
"261",9,"Harrison Butker",KC,"K14","5","-","-","5 out of 5 stars","-65","+0.7","50% (8/16)"
"262",9,"Tory Horton",SEA,"WR93","11","3 out of 5","4 out of 5","3 out of 5 stars","+42","+1.3","50% (4/8)"
"263",9,"Isaiah Davis",NYJ,"RB78","13","2 out of 5","4 out of 5","3 out of 5 stars","-","-0.1","37% (6/16)"
"264",9,"Michael Penix Jr.",ATL,"QB31","11","2 out of 5","5 out of 5","4 out of 5 stars","-13","-","-"
"265",9,"Ty Johnson",BUF,"RB79","7","-","-","2 out of 5 stars","+11","+0.6","37% (6/16)"
"266",9,"Chris Boswell",PIT,"K15","9","4 out of 5","2 out of 5","4 out of 5 stars","-54","+1.3","62% (10/16)"
"267",9,"LeQuint Allen Jr.",JAC,"RB80","7","2 out of 5","4 out of 5","4 out of 5 stars","+59","-0.4","37% (6/16)"
"268",9,"Tyquan Thornton",KC,"WR94","5","2 out of 5","5 out of 5","2 out of 5 stars","-","-","-"
"269",9,"Elic Ayomanor",TEN,"WR95","9","1 out of 5","5 out of 5","3 out of 5 stars","-","-0.7","33% (5/15)"
"270",9,"Kirk Cousins",LV,"QB32","13","2 out of 5","4 out of 5","1 out of 5 stars","-18","-0.1","33% (5/15)"
"271",9,"Tua Tagovailoa",ATL,"QB33","11","2 out of 5","4 out of 5","4 out of 5 stars","-26","-1.9","35% (5/14)"
"272",9,"Wil Lutz",DEN,"K16","10","-","-","1 out of 5 stars","-30","+0.1","56% (9/16)"
"273",9,"Chimere Dike",TEN,"WR96","9","1 out of 5","5 out of 5","3 out of 5 stars","-","+0.3","37% (6/16)"
"274",9,"Kendre Miller",NO,"RB81","8","2 out of 5","4 out of 5","3 out of 5 stars","-","-","-"
"275",9,"DJ Giddens",IND,"RB82","13","2 out of 5","4 out of 5","4 out of 5 stars","-","-0.6","28% (2/7)"
"276",9,"Seth McGowan",IND,"RB83","13","4 out of 5","4 out of 5","4 out of 5 stars","+12","-","-"
"277",9,"Darius Slayton",NYG,"WR97","8","2 out of 5","4 out of 5","4 out of 5 stars","-","-1.2","38% (5/13)"
"278",9,"Shedeur Sanders",CLE,"QB34","11","3 out of 5","4 out of 5","4 out of 5 stars","-15","+1.6","30% (3/10)"
